"";"Champs";"Regie";"Soil_type";"Variete";"mean_temp";"total_precip";"frozen";"Rendement";"Pureté";"N_Fert";"P_Fert";"K_Fert";"Mg_Fert";"S_Fert";"Ca_Fert";"Zn_Fert";"Cu_Fert";"B_Fert";"Mn_Fert";"PhEau";"Age";"Ca_Sol (ppm)";"P_Sol (ppm)";"Al_Sol (ppm)";"K_Sol (ppm)";"Mg_Sol (ppm)";"Zn_Sol (ppm)";"Cu_Sol (ppm)";"Mn_Sol (ppm)";"B_Sol (ppm)";"Fe_Sol (ppm)";"N_Fol (%)";"P_Fol (%)";"K_Fol (%)";"Ca_Fol (%)";"Mg_Fol (%)";"B_Fol (%)";"Cu_Fol (%)";"Fe_Fol (%)";"Mn_Fol (%)";"Zn_Fol (%)";"Al_Fol (%)"
"1305";"9";"Conventional";"Sand";"Stevens";13,6818681318681;651,8;65;4889,14092;0,952;28,08239;27,26175;95,4886;2,453;158,553;0;1,72634112;0,50844;0,892;0;4,508765;24;202,140258;184,287132;1199,714112;52,62226617;20,2497519;3,232219649;3,860403573;3,711544823;0,48;342,5790605;0,97225;0,125612;0,689884;0,676371;0,186772;0,003563;0,000494;0,005458;0,034753;0,002534;0,005364
"1306";"9";"Conventional";"Sand";"Stevens";13,6818681318681;651,8;65;11598,327;0,9882352942;28,08239;27,26175;95,4886;2,453;158,553;0;0;0,50844;0,892;0;4,90676;24;324,4374794;211,7123062;1283,035467;45,64598356;20,80006598;2,987132959;2,850544375;4,790498185;0,5;300,7180798;1,0209;0,124038;0,76353;0,720624;0,193986;0,003866;0,000461;0,004905;0,039914;0,00248;0,005081
"1307";"9";"Conventional";"Sand";"Stevens";13,6818681318681;651,8;65;28041,18597;0,952;28,08239;27,26175;95,4886;2,453;158,553;0;0,57544704;0,50844;0,7136;0;4,3761;24;177,9966777;149,4019934;1283,437592;39,99456183;14,5166113;3,191362126;4,395348837;4,96345515;0,5;354,4639535;1,0464;0,123213;0,577516;0,783484;0,217956;0,004226;0,000478;0,00543;0,075037;0,002735;0,007077
"1308";"9";"Conventional";"Sand";"Stevens";13,6818681318681;651,8;65;18271,82592;0,94;28,08239;27,26175;95,4886;2,453;158,553;0;0;0,50844;0,892;0;4,304665;24;138,6530064;201,5451797;1390,102741;37,00498219;14,85891837;2,763184414;5,240174672;3,184413839;0,36;346,2601612;1,0284;0,124453;0,581971;0,763148;0,212523;0,004939;0,000473;0,005569;0,045058;0,002539;0,007141
"1309";"45";"Conventional";"Sand";"Stevens";13,6818681318681;651,8;65;33064,15374;0,836;25,35064;24,53;76,266;2,453;40,14;0;0;0,5352;0,892;0;4,998605;20;328,5851876;121,4546662;957,3436874;35,12218163;23,23978745;1,55330455;11,40817004;3,178346064;0,208437279;348,1091;0,99475;0,115118;0,593874;0,843222;0,172853;0,003987;0,000415;0,012904;0,051693;0,002085;0,00454
"1310";"45";"Conventional";"Sand";"Stevens";13,6818681318681;651,8;65;37034,35029;0,984;25,35064;24,53;76,266;2,453;40,14;0;0,57544704;0,5352;0,892;0;4,733275;20;219,4288577;135,7715431;1112,051058;39,81905439;21,85871743;1,669338677;5,460921844;2,635270541;0,1561408804;389,1137275;1,0118;0,116126;0,603971;0,856569;0,182279;0,003981;0,000423;0,009959;0,057034;0,00201;0,003956
"1311";"45";"Conventional";"Sand";"Stevens";13,6818681318681;651,8;65;36088,64055;0,96;25,35064;24,53;76,266;2,453;40,14;0;1,72634112;0,5352;0,7136;0;4,35569;20;150,988024;89,53093812;890,3574929;39,44214111;15,49401198;2,076846307;1,866267465;1,177644711;0,1877805392;337,2809381;0,90703;0,112887;0,490055;0,915681;0,219535;0,003649;0,000439;0,007832;0,027458;0,002176;0,004473
"1312";"45";"Conventional";"Sand";"Stevens";13,6818681318681;651,8;65;52549,3431;0,972;25,35064;24,53;76,266;2,453;40,14;2,51244;1,15089408;0,5352;0,892;0;4,66184;20;246,9485294;105,8823529;1554,120304;39,63426342;21,69284759;1,590240642;4,29144385;1,694518717;0,3247031478;384,9921457;0,97758;0,116861;0,555404;0,914599;0,208176;0,004528;0,000479;0,010669;0,04148;0,002339;0,004914
"1313";"45";"Conventional";"Sand";"Stevens";13,6818681318681;651,8;65;50193,99054;0,952;25,35064;24,53;76,266;2,453;40,14;0;2,30178816;0,5352;0,892;0;4,427125;20;122,8585757;92,44734203;828,1875759;34,59462592;14,11735206;1,336008024;3,470411234;1,09327984;0,2137875294;358,1499498;1,005;0,117662;0,534976;0,920648;0,226608;0,004433;0,000527;0,006827;0,034228;0,002584;0,004208
"1314";"45";"Conventional";"Sand";"Stevens";13,6818681318681;651,8;65;50185,06875;0,972;25,35064;24,53;76,266;2,453;40,14;0;1,15089408;0,5352;0,892;0;4,263845;20;119,96998;161,0073382;1282,432714;41,49063326;15,26517678;1,180787191;4,983322215;1,490993996;0,3247031478;454,1482655;0,98067;0,125984;0,589779;0,755708;0,20447;0,004542;0,000555;0,007894;0,021066;0,00201;0,005216
"1315";"45";"Conventional";"Sand";"Stevens";13,6818681318681;651,8;65;32002,46073;0,824;25,35064;24,53;76,266;2,453;40,14;0;0,57544704;0,5352;0,892;0;4,33528;20;85,67051071;151,1367381;1279,2753;29,30143148;10,36408567;1,173311367;2,935749588;0,939044481;0,1681303644;408,2624382;1,0299;0,128549;0,615711;0,711374;0,208576;0,003261;0,000521;0,006758;0,014068;0,001894;0,00403
"1316";"45";"Conventional";"Sand";"Stevens";13,6818681318681;651,8;65;20921,59755;0,816;25,35064;24,53;76,266;2,453;40,14;0;1,15089408;0,5352;0,892;0;4,345485;20;101,9290174;102,9247453;1070,888549;30,8650065;11,35228393;1,557673349;2,356227407;1,084456129;0,1681303644;413,4789681;1,0707;0,140433;0,679867;0,593124;0,197789;0,003123;0,000529;0,005341;0,014576;0,001928;0,002631
"1317";"45";"Conventional";"Sand";"Stevens";13,6818681318681;651,8;65;25186,21317;0,824;25,35064;24,53;76,266;2,453;40,14;0;0;0,5352;0,892;0;4,29446;20;85,06103596;136,2916529;1362,572656;30,0153939;11,77334213;1,352029033;2,969317057;1,128340482;0,1681303644;449,9856483;1,0265;0,144656;0,727677;0,632572;0,18888;0,002985;0,000543;0,006893;0,013505;0,002037;0,003235
"1318";"45";"Conventional";"Sand";"Stevens";13,6818681318681;651,8;65;44180,70408;0,96;25,35064;24,53;76,266;2,453;40,14;0;1,72634112;0,5352;0,892;0;4,51897;20;161,075233;91,97736352;1071,287693;29,34576201;12,62816245;1,499001332;2,376830892;1,567909454;0,1820140588;320,3883156;1,0511;0,121806;0,58241;0,771839;0,204293;0,003557;5e-04;0,005497;0,021475;0,002112;0,00315
"1319";"45";"Conventional";"Sand";"Stevens";13,6818681318681;651,8;65;41209,74801;0,972;25,35064;24,53;76,266;2,453;40,14;0;1,15089408;0,5352;0,892;0;4,43733;20;129,09;110,5;1085,20963;34,34916847;12,915;1,586;5,86;1,28;0,183867532;402,8955;1,0197;0,11696;0,608218;0,764167;0,198871;0,00388;0,000491;0,006794;0,018153;0,002006;0,004374
"1320";"45";"Conventional";"Sand";"Stevens";13,6818681318681;651,8;65;36418,74678;0,96;25,35064;24,53;76,266;2,453;40,14;0;1,72634112;0,5352;0,892;0;4,325075;20;121,3296126;100,4596192;1018,23528;33,85463597;12,53282994;1,815167433;4,215364412;1,339461589;0,1728779202;403,6265594;1,0064;0,137199;0,658767;0,705435;0,204434;0,003558;0,000557;0,006701;0,014941;0,00205;0,003572
"1321";"45";"Conventional";"Sand";"Stevens";13,6818681318681;651,8;65;34357,81329;0,824;25,35064;24,53;76,266;2,453;40,14;0;0,57544704;0,5352;0,892;0;4,35569;20;132,5293526;123,2807783;1224,294238;32,0182006;14,44649446;1,720899027;7,3163368;1,257967125;0,1728779202;410,173264;0,99176;0,116119;0,548829;0,799213;0,219892;0,003539;0,00051;0,006924;0,015821;0,002211;0,004118
"1322";"45";"Conventional";"Sand";"Stevens";13,6818681318681;651,8;65;43868,44143;0,972;25,35064;24,53;76,266;2,453;40,14;0;1,15089408;0,5352;0,892;0;4,41692;20;118,0473965;133,4779706;1143,793401;29,79810966;11,95093458;1,847463284;3,494659546;0,931241656;0,1585970482;387,8225968;1,0384;0,132326;0,625806;0,755708;0,216521;0,004021;0,000524;0,007136;0,019851;0,00222;0,003938
"1323";"45";"Conventional";"Sand";"Stevens";13,6818681318681;651,8;65;21599,65359;0,94;25,35064;24,53;76,266;2,453;40,14;0;2,8772352;0,5352;0,892;0;4,386305;20;195,5983909;160,4089842;846,7422632;39,1404398;22,58297016;2,326181696;3,157894737;1,568890379;0,1799594148;452,3286959;0,90115;0,1415346;0,639192;0,69814;0,199019;0,0029002;0,0004894;0,006079;0,016816;0,002086;0,0031464
"1324";"45";"Conventional";"Sand";"Stevens";13,6818681318681;651,8;65;44118,25155;0,94;25,35064;24,53;76,266;2,453;40,14;0;2,8772352;0,5352;0,892;0;4,386305;20;131,5970598;103,7420648;1281,209376;19,78887299;11,5218844;1,611760775;3,147343802;1,062479118;0,3078132438;383,5003341;0,99834;0,1295334;0,6205356;0,7278868;0,202648;0,0035608;0,0005006;0,006237;0,0189824;0,0020906;0,0039166
"1325";"45";"Conventional";"Sand";"Stevens";13,6818681318681;651,8;65;31003,22025;0,824;25,35064;24,53;76,266;2,453;40,14;0;0,57544704;0,5352;0,892;0;4,427125;20;263,0335968;166,3043478;1065,773331;29,18690675;20,22233202;2,251976285;4,041501976;1,916996047;0,1728779202;492,9995059;1,0213;0,168056;0,613094;0,766593;0,207301;0,003101;0,000506;0,00621;0,015354;0,002182;0,003028
"1326";"45";"Conventional";"Sand";"Stevens";13,6818681318681;651,8;65;33867,11484;0,824;25,35064;24,53;76,266;2,453;40,14;0;0,57544704;0,5352;0,892;0;4,243435;20;90,21839841;112,37591;1134,618657;28,69093835;11,78855063;1,49305096;8,100595632;1,151555261;0,1728779202;424,2543018;0,99242;0,148743;0,6168;0,761896;0,243452;0,003398;0,000546;0,006121;0,011313;0,002012;0,002573
"1327";"45";"Conventional";"Sand";"Stevens";13,6818681318681;651,8;65;34803,90279;0,972;25,35064;24,53;76,266;2,453;40,14;0;1,15089408;0,5352;0,892;0;4,33528;20;116,3307922;150,7457739;1165,638048;28,35768;13,81670534;1,806761684;3,947630096;1,302618495;0,1728779202;446,6047398;0,98167;0,139403;0,660546;0,721004;0,219063;0,00462;0,000575;0,007872;0,015632;0,002135;0,00433
"1328";"45";"Conventional";"Sand";"Stevens";13,6818681318681;651,8;65;42788,90484;0,952;25,35064;24,53;76,266;2,453;40,14;0;2,30178816;0,5352;0,892;0;4,182205;20;119,8495486;81,71514544;886,2090962;37,95906611;22,45235707;1,493480441;4,06218656;1,805416249;0,233587876;548,7718154;0,96061;0,131875;0,585337;0,705973;0,214448;0,003279;0,00053;0,006099;0,014535;0,001966;0,003967
"1329";"45";"Conventional";"Sand";"Stevens";13,6818681318681;651,8;65;40005,30636;0,948;25,35064;24,53;76,266;2,453;40,14;0;2,30178816;0,5352;0,892;0;4,406715;20;186,9098857;139,0047075;1055,082666;32,0874096;14,48049765;1,679556153;3,550773369;1,099529254;0,1561408804;415,6679556;1,0658;0,127723;0,651319;0,770662;0,205412;0,003842;0,000591;0,004701;0,036008;0,002655;0,004103
"1330";"45";"Conventional";"Sand";"Stevens";13,6818681318681;651,8;65;40763,65851;0,972;25,35064;24,53;76,266;2,453;40,14;0;1,15089408;0,5352;0,892;0;4,45774;20;130,9315339;123,7327189;1173,34584;34,52993052;12,95095458;1,856484529;2,685977617;1,431863068;0,1585970482;463,3859447;1,0709;0,137572;0,641438;0,762242;0,220392;0,00361;0,000505;0,006427;0,020505;0,002124;0,003768
"1331";"45";"Conventional";"Sand";"Stevens";13,6818681318681;651,8;65;34357,81329;0,836;25,35064;24,53;76,266;2,453;40,14;0;0;0,5352;0,892;0;4,23323;20;106,2024048;122,9458918;1476,818255;38,40058455;12,08917836;1,605210421;2,48496994;1,20240481;0,161641466;474,9854709;0,99933;0,13591;0,6286;0,691166;0,206949;0,003335;0,000531;0,006189;0,0137;0,002037;0,004029
"1332";"45";"Conventional";"Sand";"Stevens";13,6818681318681;651,8;65;29325,92373;0,824;25,35064;24,53;76,266;2,453;40,14;0;0;0,5352;0,892;0;4,386305;20;207,4601594;141,4342629;1266,242568;45,92263063;20,63247012;2,582669323;4,960159363;2,5;0,1728779202;449,5971116;0,96726;0,126862;0,519146;0,830749;0,227058;0,002366;0,000471;0,00642;0,013908;0,002091;0,003353
"1333";"45";"Conventional";"Sand";"Stevens";13,6818681318681;651,8;65;33403,18176;0,96;25,35064;24,53;76,266;2,453;40,14;0;1,72634112;0,5352;0,892;0;4,508765;20;171,8027888;125;1004,565619;40,64230354;17,70418327;1,917330677;3,59561753;1,603585657;0,1728779202;400,7823705;1,0307;0,127802;0,61639;0,683429;0,192884;0,001776;0,000464;0,006031;0,021178;0,002057;0,003202
"1334";"45";"Conventional";"Sand";"Stevens";13,6818681318681;651,8;65;39050,67483;0,972;25,35064;24,53;76,266;2,453;40,14;0;1,15089408;0,5352;0,892;0;4,182205;20;101,7068339;75,38131397;1131,244429;35,73435577;11,48398811;1,18355893;4,31825685;1,26774513;0,1783973948;449,0843513;0,99717;0,133394;0,672205;0,67481;0,211159;0,003743;0,000556;0,006808;0,014655;0,002106;0,004201
"1335";"45";"Conventional";"Sand";"Stevens";13,6818681318681;651,8;65;39148,81452;0,972;25,35064;24,53;76,266;2,453;40,14;0;1,15089408;0,5352;0,892;0;4,23323;20;107,1189225;194,4480946;1290,706584;30,60498577;12,55091984;1,066360053;3,64651774;1,093955322;0,1783973948;390,9712549;1,0051;0,137099;0,659104;0,631208;0,200223;0,002805;0,000521;0,008001;0,013293;0,002089;0,003852
"1336";"45";"Conventional";"Sand";"Stevens";13,6818681318681;651,8;65;32225,50548;0,96;25,35064;24,53;76,266;2,453;40,14;0;1,72634112;0,5352;0,892;0;4,29446;20;116,1512829;119,6601133;972,0341131;35,76983162;14,23025658;1,821392869;2,779073642;1,25958014;0,1681303644;430,4120293;1,0509;0,129979;0,589096;0,754821;0,213498;0,003149;0,00045;0,005346;0,014245;0,002248;0,003584
"1337";"45";"Conventional";"Sand";"Stevens";13,6818681318681;651,8;65;36891,60165;0,836;25,35064;24,53;76,266;2,453;40,14;0;0;0,5352;0,892;0;4,29446;20;139,2864189;153,7980927;1245,897312;39,85076712;13,05656034;1,537980927;2,634001973;1,302203223;0,1932809614;434,3888524;0,96422;0,122875;0,555463;0,768617;0,213015;0,003377;0,000436;0,007826;0,0144;0,002197;0,004392
"1338";"45";"Conventional";"Sand";"Stevens";13,6818681318681;651,8;65;41058,07758;0,96;25,35064;24,53;76,266;2,453;40,14;0;1,72634112;0,5352;0,892;0;4,39651;20;129,69;93,25;1033,477695;37,10692498;14,785;1,818;2,46;1,22;0,1820140588;430,0355;0,93518;0,126299;0,592775;0,751796;0,206874;0,003008;0,000449;0,006456;0,018607;0,002085;0,003591
"1339";"45";"Conventional";"Sand";"Stevens";13,6818681318681;651,8;65;35365,97556;0,96;25,35064;24,53;76,266;2,453;40,14;0;1,72634112;0,5352;0,892;0;4,31487;20;153,2834331;114,7704591;1165,942478;34,76551792;14,80538922;1,891217565;3,103792415;1,437125749;0,1728779202;391,1432136;1,0432;0,132766;0,603971;0,685841;0,206275;0,003245;0,000489;0,006272;0,01242;0,002272;0,003489
"1340";"45";"Conventional";"Sand";"Stevens";13,6818681318681;651,8;65;43226,07255;0,972;25,35064;24,53;76,266;2,453;40,14;0;1,15089408;0,5352;0,892;0;4,325075;20;100,3846154;130,2761341;1343,748383;29,07327156;9,985207101;1,381656805;4,714003945;1,025641026;0,183867532;374,3249507;0,998;0,133959;0,6688;0,664344;0,192091;0,003388;0,000494;0,005744;0,017694;0,001974;0,003756
"1341";"45";"Conventional";"Sand";"Stevens";13,6818681318681;651,8;65;33679,75725;0,824;25,35064;24,53;76,266;2,453;40,14;0;0,57544704;0,5352;0,892;0;4,651635;20;233,6794658;145,2420701;1099,989399;33,67980268;18,04507513;1,966277129;2,904841402;2,273789649;0,1728779202;440,209182;1,0391;0,141403;0,697513;0,692733;0,183623;0,003352;0,000498;0,007467;0,018727;0,002015;0,003287
"1342";"45";"Conventional";"Sand";"Stevens";13,6818681318681;651,8;65;38452,9149;0,96;25,35064;24,53;76,266;2,453;40,14;0;1,72634112;0,5352;0,892;0;4,41692;20;147,8320509;101,9739043;1202,214096;32,56372452;12,43057879;1,530612245;3,25192372;1,43526263;0,1783973948;384,9670458;1,0053;0,130532;0,633961;0,741755;0,204257;0,003434;0,000501;0,006725;0,02172;0,002245;0,004402
"1343";"45";"Conventional";"Sand";"Stevens";13,6818681318681;651,8;65;47223,03447;0,96;25,35064;24,53;76,266;2,453;40,14;0;1,72634112;0,5352;0,892;0;4,325075;20;115,9172185;134,205298;1262,636505;36,61260507;13,29635762;1,263576159;3,258278146;1,182119205;0,3078132438;424,4657285;0,98348;0,129044;0,591701;0,705788;0,196078;0,003404;0,000484;0,006083;0,014172;0,001902;0,004337
"1344";"01";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;15062;1;38,4;28;91;6;26;50,4;0;2;0;0;4,56;17,8;158;299,4;1714,2;89,2;27,8;1,38;3,646;2,52;0,5;287,074;1,1;0,14;0,52;1,22;0,31;0,00275;4e-04;0,01434;0,1181;0,00399;0,0086
"1345";"02";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;10138;1;28,8;21;86;5;26;37,8;0;2;0;0;4,52;16,6;156;309,2;1641,4;89;28,6;2,7;4,074;2,9;0,54;290,836;1,1;0,13;0,55;1,03;0,3;0,00243;0,00038;0,01168;0,10896;0,00255;0,0077
"1346";"03";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;15148;0,546666666666667;24;17,5;83,5;4,5;26;31,5;0;2;0;0;4,68;21,6;141,2;181,2;1710,2;74,6;21,8;1,12;2,64;2,24;0,58;273,64;1;0,12;0,54;0,94;0,25;0,00222;0,00035;0,01242;0,08258;0,00206;0,0074
"1347";"05";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;10167;0,87012987012987;43,2;31,5;93,5;6,5;26;56,7;0;2;0;0;4,64;16,4;189;271;1591,4;91;25,8;1,38;2,638;2,38;0,54;289,34;1;0,15;0,64;1,01;0,28;0,00277;0,00038;0,0082;0,05843;0,00261;0,0068
"1348";"06";"Organic";"Sand";"Pilgrim";14,1227777777778;589,9;69;17086;0,835294117647059;43,2;31,5;93,5;6,5;26;56,7;0;2;0;0;4,92;17;645,2;263,6;1569,2;79,4;40,2;1,58;2,428;2,78;0,48;264,568;1;0,12;0,55;1;0,25;0,0023;0,00038;0,00873;0,04913;0,00217;0,007
"1349";"07";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;15330;0,9875;38,4;28;91;6;26;50,4;0;2;0;0;4,58;16,4;176,8;339,8;1721,4;94,2;26;1,5;3,028;2,24;0,58;308,34;1,1;0,14;0,57;1,12;0,28;0,00251;0,00043;0,01029;0,0696;0,00305;0,0078
"1350";"08";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;13511;0,971014492753623;33,6;24,5;88,5;5,5;26;44,1;0;2;0;0;4,54;16,6;149,4;267;1663,4;80,8;23;1,38;2,938;2,22;0,56;282,508;1,1;0,13;0,55;1,24;0,29;0,00262;0,00041;0,01055;0,06314;0,0028;0,0077
"1351";"09";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;13706;0,986301369863014;28,8;21;86;5;26;37,8;0;2;0;0;4,54;16,6;132,8;233,2;1639;75,6;22,2;1,4;2,91;2,42;0,52;267,598;1;0,14;0,57;1,17;0,3;0,00288;0,00042;0,01235;0,08503;0,0031;0,0083
"1352";"10";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;20955;1;38,4;28;91;6;26;50,4;0;2;0;0;4,56;16,2;161,6;266,2;1588;83,2;25;1,56;2,408;2,28;0,56;280,392;1,1;0,13;0,55;1,26;0,3;0,00291;0,00046;0,01151;0,06185;0,00302;0,0083
"1353";"11";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;19477;0,983606557377049;38,4;28;91;6;26;50,4;0;2;0;0;4,56;16,2;164,8;292;1728,8;91;26;1,48;2,504;2,2;0,56;285,244;1,2;0,14;0,57;1,25;0,27;0,00239;0,00046;0,01121;0,07462;0,00323;0,008
"1354";"12";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;20836;0,967741935483871;38,4;28;91;6;26;50,4;0;2;0;0;4,56;16,2;174;288,4;1746,2;89,6;25,2;1,5;2,554;2,2;0,54;285,884;1,2;0,13;0,52;1,27;0,29;0,00284;0,00046;0,01189;0,08372;0,00326;0,0084
"1355";"13";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;15917;1;38,4;28;91;6;26;50,4;0;2;0;0;4,58;16,4;193,6;284,8;1768,4;90;26,6;1,58;2,322;2,2;0,56;291,15;1,1;0,14;0,54;1,27;0,29;0,00215;0,00044;0,01048;0,05834;0,00319;0,0078
"1356";"14";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;20600;0,9875;28,8;21;86;5;26;37,8;0;2;0;0;4,54;16,2;150,8;262,8;1644,2;86,4;25,4;1,66;2,936;2,2;0,66;287,846;1,1;0,13;0,55;1,17;0,29;0,0028;0,00041;0,01395;0,07999;0,00309;0,0101
"1357";"15";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;10183;0,88;28,8;21;86;5;26;37,8;0;2;0;0;4,58;16,6;141;244,4;1533,4;72,6;21,8;1,38;2,834;2,12;0,5;240,604;1;0,14;0,55;0,97;0,27;0,00216;0,00043;0,01184;0,05265;0,00239;0,0086
"1358";"16";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;17757;0,963414634146341;43,2;31,5;93,5;6,5;26;56,7;0;2;0;0;4,7;16,4;161;250;1581,6;84,2;25,2;1,38;2,286;2,2;0,62;283,212;1,1;0,13;0,59;1,06;0,29;0,00215;0,00043;0,01437;0,06535;0,00258;0,0087
"1359";"18";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;14096;0,719101123595506;57,6;42;101;8;26;75,6;0;2;0;0;4,58;16;162,8;241,6;1493,8;90,8;27,2;1,4;2,072;2,26;0,44;294,694;1,1;0,12;0,57;1,14;0,25;0,00246;0,00044;0,0105;0,07154;0,00297;0,0087
"1360";"19";"Organic";"Sand";"Pilgrim";14,1227777777778;589,9;69;13255;0,898305084745763;43,2;31,5;93,5;6,5;26;56,7;0;2;0;0;4,96;16,8;622,8;203;1456,6;70,2;37,6;1,7;1,872;2,78;0,46;207,054;1,1;0,13;0,55;1,06;0,27;0,00239;0,00042;0,00921;0,05043;0,00251;0,007
"1361";"22";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;19773;0,957446808510638;57,6;42;101;8;26;75,6;0;2;0;0;4,56;16;191,4;320,2;1372,8;97,4;29,6;1,62;2,64;2,34;0,6;292,446;1;0,13;0,64;0,94;0,27;0,0022;0,00039;0,01106;0,05323;0,00267;0,009
"1362";"23";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;15597;0,98780487804878;43,2;31,5;93,5;6,5;26;56,7;0;2;0;0;4,52;16,4;169,6;273,4;1642,6;92;26,6;1,54;2,308;2,2;0,62;306,95;1,1;0,14;0,62;1,01;0,26;0,00245;4e-04;0,01455;0,07022;0,00273;0,0091
"1363";"06A";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;18568;0,9359;43,2;31,5;93,5;6,5;26;56,7;0;2;0;0;4,62;16,4;155,2;262;1421,8;81,8;25,2;1,34;1,86;2,06;0,6;266,11;1;0,15;0,57;1;0,28;0,00261;0,00039;0,00864;0,05405;0,00244;0,0068
"1364";"A01";"Organic";"Organic";"Stevens";14,1227777777778;589,9;69;15894;1;39,7164;26,1755;117,1065;9,0275;188,606;45,6309;0;0,742;0;0;4,8;21;490;174;1098;156;79;3,5;3,99;3,5;0,6;323,99;1,2;0,14;0,59;0,99;0,22;0,00352;0,00042;0,00577;0,02561;0,00285;0,018578
"1365";"A02";"Organic";"Organic";"Stevens";14,1227777777778;589,9;69;24833;1;39,3516;25,9095;119,2925;8,6835;194,534;45,1521;0;0,7;0;0;4,6;21;442;237;1322;154;80;2,8;4,1;3,2;0,3;331,41;1,2;0,14;0,65;0,92;0,23;0,00329;0,00041;0,00587;0,02425;0,00286;0,0160578
"1366";"A03";"Organic";"Organic";"Stevens";14,1227777777778;589,9;69;17803;1;39,2748;25,8535;119,1265;8,9815;204,446;45,0513;0;0,742;0;0;4,5;21;419;194;1484;137;65;2,2;4,79;2,8;0,5;290,25;1,1;0,12;0,64;1,12;0,23;0,00434;0,00046;0,00699;0,03105;0,00306;0,014154
"1367";"A04";"Organic";"Organic";"Stevens";14,1227777777778;589,9;69;15894;0,85;49,1616;35,847;125,717;10,374;227,255;64,5246;0;0,721;0;0;4,5;19;211;317;1044;110;42;2,2;2,44;3,5;0,4;248,59;1,1;0,14;0,62;1,03;0,21;0,0041;0,00044;0,0063;0,02134;0,00233;0,0108052
