Ferme;Regie;Latitude;Longitude;Municipalite;Champs;Annee_implantation;Annee_labo;Variete;Etat;Rendement_lbs_par_ac;Rendement_plus1_lbs_par_ac;;Foliaire_Azote_%;Foliaire_Phosphore_%;Foliaire_Potassium_%;Foliaire_Magnesium_%;Foliaire_Calcium_%;Foliaire_Bore_ppm;T-Soufre (?);Foliaire_Cuivre_ppm;Foliaire_Zinc_ppm;Foliaire_Manganese_ppm;Foliaire_Fer_ppm;Foliaire_Aluminium_ppm;Foliaire_Sodium_%;T-Molybdene (?);Sol_pH_eau;Sol_pH_tampon;Sol_Phosphore_kg_par_ha);Sol_Potassium_kg_par_ha;Sol_Magnesium_kg_par_ha;Sol_Calcium_kg_par_ha;Sol_Aluminium_ppm;Sol_Matiere_organique_%;Sol_Zinc_ppm;Sol_Cu_ppm;Sol_Bore_ppm;Sol_Manganese_ppm;Sol_Fer_ppm;Sol_Sodium_kg_par_ha;Dose_N_lbs_par_ac;Dose_P2O5_lbs_par_ac;Dose_K2O_lbs_par_ac;Dose_MgO_lbs_par_ac;Dose_SO3_lbs_par_ac;Dose_Ca_lbs_par_ac;Dose_Cl_lbs_par_ac;Dose_Zn_lbs_par_ac;Dose_Cu_lbs_par_ac;Dose_B_lbs_par_ac;Dose_Fe_lbs_par_ac;Dose_Mn_lbs_par_ac;Dose_Mo_lbs_par_ac
Cannebergiere;Conventionnel;46,1921;71,4431;Laurierville;27;2008;2017;Stevens;P;33585,37374;40626,54768;;1,1;0,11;0,64;0,2;1,03;36,3;;3,4;26,2;382,1;75,6;100;0,0075;;4,6;5,9;206;54;11,25;75;1714;2,4;1,8;6,51;0,3;2,3;198,53;19;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1921;71,4427;Laurierville;28;2010;2017;Demoranville;P;26982,74224;34133,22216;;1,1;0,11;0,65;0,19;0,98;38,8;;3;24,9;365,3;60,2;86;0,0075;;4,7;6,2;179;39;11,25;75;1004;1,4;0,8;5,7;0,4;1,5;175,35;27;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1921;71,452;Laurierville;29;2008;2017;Stevens;P;22710,3168;34111,59318;;1,1;0,11;0,64;0,2;0,99;46,7;;3,5;22,7;291,2;57,2;67;0,0075;;4,8;6,7;122;26;11,25;75;1135;0,8;0,6;1,56;0,6;1,5;181,79;33;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,192;71,4518;Laurierville;30;2008;2017;Stevens;P;22691,52495;32000,6511;;1;0,11;0,62;0,22;1,03;54,7;;3,2;23,4;371,9;69,5;83;0,0075;;4,9;6,6;117;28;11,25;75;969;0,7;0,5;1,5;0,5;1,5;220,75;30;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1918;71,4516;Laurierville;31;2008;2017;Stevens;P;22696,89405;34446,41723;;1,1;0,11;0,64;0,2;0,99;43;;3,5;26,3;343,5;72,9;80;0,0075;;5;6,4;115;41;11,25;75;1039;1,1;0,8;1,17;0,4;1,5;187,27;34;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1917;71,4514;Laurierville;32;2008;2017;Stevens;P;24978,76155;33706,99393;;1;0,11;0,61;0,2;0,98;40,4;;4,6;27,1;344,8;62,5;74;0,0075;;4,9;6,3;79;21;11,25;75;1286;1,1;0,3;0,6;0,6;1,5;107,94;38;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1915;71,4512;Laurierville;33;2009;2017;Stevens;P;17176,7271;39773,19651;;1;0,1;0,6;0,19;0,98;39;;3,5;21,2;473,9;55;73;0,0075;;4,7;6,8;185;28;11,25;75;843;0,6;0,7;2,24;0,4;2,3;125,77;19;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1914;71,451;Laurierville;34;2009;2017;Stevens;P;12279,74183;28867,79308;;1;0,1;0,57;0,19;1,01;44,1;;3;24,2;532,6;52;71;0,0075;;5,1;6,7;186;26;11,25;75;881;0,5;0,6;0,94;0,4;2,5;119,44;21;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1913;71,4508;Laurierville;35;2009;2017;Stevens;P;21828,56415;37126,58441;;1;0,1;0,58;0,19;1,1;44,8;;3,2;24;415,2;61,1;83;0,0075;;4,8;6,9;124;21;11,25;75;810;0,6;0,5;1,7;0,3;2;110,35;20;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1911;71,4506;Laurierville;36;2009;2017;Stevens;P;17523,40013;38202,8911;;1;0,1;0,6;0,16;0,88;34,5;;3,2;23,3;283,7;49,6;61;0,0075;;4,9;6,8;135;26;11,25;75;761;0,5;0,6;1,92;0,4;2;115,32;19;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,191;71,4504;Laurierville;37;2009;2017;Stevens;P;15198,57983;31205,9891;;1,1;0,1;0,6;0,2;0,99;49,5;;2,9;19,5;402,2;58,7;71;0,0075;;4,8;6,4;149;35;11,25;75;1186;1;0,7;1,24;0,4;1,5;174,74;21;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1908;71,4502;Laurierville;38;2017;2017;Mullica Queen;S;0;22863,0072;;1,3;0,12;0,57;0,18;0,41;34,2;;13,4;30,3;142,8;3782;2390;0,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1907;71,4459;Laurierville;39;2009;2017;Stevens;P;24831,50643;45552,77624;;1,1;0,1;0,62;0,19;1,01;41;;4;22,9;277,9;169,9;147;0,0075;;4,9;6,3;159;34;11,25;75;1312;0,9;0,6;1,78;0,3;1,5;238,06;17;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1907;71,4456;Laurierville;40;2009;2017;Stevens;P;21645,31218;32748,23833;;1,2;0,11;0,61;0,2;1,12;43;;3,7;23,5;328,1;124,3;105;0,0075;;4,8;6,1;109;49;11,25;75;1804;1,9;1;3;0,4;1,5;228,36;20;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1907;71,4525;Laurierville;41;2010;2017;Stevens;P;25767,49629;19558,3762;;1,1;0,11;0,58;0,21;1,05;47,3;;12,9;26,5;413,2;110,7;128;0,0075;;5,1;6,5;145;31;11,25;75;1235;0,9;0,5;0,99;0,4;1,5;153,07;36;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1905;71,4527;Laurierville;42;2010;2017;Stevens;P;17100,05296;11936,36257;;1,1;0,12;0,57;0,2;1,02;39,2;;3,2;23,4;371,8;79,7;83;0,0075;;4,7;5,7;154;44;11,25;75;1539;2;0,9;1,87;0,3;1,5;183,47;25;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1904;71,4529;Laurierville;43;2010;2017;Stevens;P;16603,85069;13746,75582;;1;0,1;0,55;0,2;0,99;37,8;;3;22,8;313,8;75,5;75;0,0075;;4,8;5,8;134;40;11,25;103;1907;2,2;0,9;1,56;0,4;1,5;195;38;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1942;71,4507;Laurierville;46;2011;2017;Stevens;P;9073,779;16909,65488;;1;0,1;0,53;0,19;0,98;50,1;;3,1;20,8;535,8;192;82;0,0075;;5;6,6;144;26;11,25;75;1395;0,7;0,6;1,45;0,5;2,3;79,09;27;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1929;71,4525;Laurierville;48;2011;2017;Pilgrim;P;13402,14133;28160,02704;;0,9;0,09;0,65;0,17;0,8;31;;2,3;15,1;373,7;68,4;55;0,0075;;4,7;6,3;216;49;15;75;1530;1;0,9;1,85;0,3;10,4;249,52;11,25;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1931;71,4527;Laurierville;49;2011;2017;Stevens;P;21748,20197;45912,91226;;1;0,09;0,61;0,17;0,92;34,9;;3;18,1;477,3;67;66;0,0075;;4,8;6,5;169;51;18;109;1578;1,1;0,7;2,36;0,7;4,1;224,3;37;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1957;71,4242;Laurierville;50;2011;2017;Stevens;P;10960,70944;39700,38719;;1;0,1;0,78;0,17;0,76;37,8;;3,1;19,9;420,7;41,3;94;0,0075;;4,9;6,7;187;28;11,25;75;1148;0,9;0,7;3,59;0,4;2,2;133,73;22;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1956;71,4244;Laurierville;51;2011;2017;Stevens;P;10960,70944;39700,38719;;1;0,09;0,78;0,14;0,64;29,6;;3;19,2;256,3;39,2;120;0,0075;;4,8;6,5;146;22;11,25;75;1116;0,9;0,7;4,7;0,2;2,7;129,19;21;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1955;71,4246;Laurierville;52;2011;2017;Stevens;P;10960,70944;39700,38719;;0,9;0,09;0,76;0,15;0,63;31,8;;2,6;17;231,2;38;95;0,0075;;5;6,7;126;21;11,25;75;1140;0,9;0,7;2,64;0,2;2,5;116,04;16;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1954;71,4248;Laurierville;53;2011;2017;Stevens;P;12215,07025;39379,48913;;1;0,1;0,73;0,19;0,84;41,8;;2,8;22,5;430,5;40,4;85;0,0075;;4,9;6,8;149;27;11,25;75;905;0,8;1;1,99;0,3;< 2;99,06;25;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1953;71,4251;Laurierville;54;2011;2017;Stevens;P;12215,07025;39379,48913;;0,9;0,1;0,77;0,17;0,74;34,5;;2,7;20,2;302,7;40,5;90;0,0075;;4,9;6,6;136;23;11,25;75;1174;0,8;0,5;1,05;0,4;3,2;119,87;27;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1952;71,4253;Laurierville;55;2011;2017;Stevens;P;12215,07025;39379,48913;;1;0,09;0,76;0,18;0,82;39,7;;2,8;20,9;393,3;40,3;91;0,0075;;4,9;6,7;133;38;11,25;105;1314;0,8;0,5;1,18;0,3;4,5;169,99;24;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1951;71,4436;Laurierville;1;2006;2018;Pilgrim;P;16893,71461;24969,14295;;1,2;0,13;0,59;0,22;1,11;46,2;;3,7;30;450,2;68,7;99;0,0075;;4,7;6,3;165;61;11,25;75;1653;10,7;1,8;1,1;3,73;0,4;1,5;184,62;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,195;71,4434;Laurierville;2;2006;2018;Pilgrim;P;19303,62404;28767,57071;;1,1;0,13;0,65;0,2;1,09;42,1;;3,6;25,7;435,6;54,6;86;0,0075;;4,7;6,2;156;66;11,25;75;1553;12,3;1,5;1,3;2,11;0,6;1,5;260,39;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1949;71,4432;Laurierville;3;2006;2018;Pilgrim;P;20435,4117;18923,13634;;1,1;0,13;0,64;0,22;1,02;41,9;;3,8;25,1;345,2;52,2;73;0,0075;;4,8;6,1;129;56;11,25;75;1720;12,5;1,9;0,7;1,4;0,6;1,5;184,74;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1947;71,443;Laurierville;4;2006;2018;Stevens;P;29891,16268;31351,26233;;1,2;0,12;0,57;0,24;1,03;43,6;;3,9;27,1;384,8;54,4;88;0,0075;;4,7;6,3;168;53;11,25;75;1654;10,7;1,6;1;2,96;0,5;1,5;196,11;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1946;71,4428;Laurierville;5;2006;2018;Stevens;P;30260,51091;41070,49256;;1,4;0,13;0,64;0,25;1,14;49,5;;4,5;30,3;468,2;64,4;97;0,0075;;4,7;6;146;45;11,25;75;1719;13,3;2;0,7;2,13;0,4;1,5;255,3;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1944;71,4426;Laurierville;6;2006;2018;Stevens;P;32306,15988;35963,94368;;1,3;0,12;0,61;0,24;1;45,4;;4,1;26,6;404,4;60,8;92;0,0075;;4,8;6,3;219;52;11,25;75;1566;10,7;1,8;1;3,47;0,6;1,5;220,28;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1943;71,4424;Laurierville;7;2006;2018;Stevens;P;34215,65029;36551,68384;;1,3;0,12;0,62;0,24;1,06;45,5;;3,8;27,4;440,4;61,4;99;0,0075;;4,8;6,2;245;50;11,25;75;1364;11,5;1,3;0,9;4,65;0,5;1,5;211,22;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1942;71,4422;Laurierville;8;2006;2018;Stevens;P;36349,48735;35748,03664;;1,3;0,12;0,6;0,24;1,06;44,8;;3,7;23,8;382,6;60,6;91;0,0075;;4,7;6,2;200;41;11,25;75;1506;11,8;1,3;0,6;2,39;0,3;1,5;169,37;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,194;71,442;Laurierville;9;2006;2018;Stevens;P;36315,56885;35932,9779;;1,3;0,12;0,58;0,24;1,04;43,5;;3,8;26,3;407;62;97;0,0075;;4,7;6,2;248;63;11,25;75;1438;11,4;1,1;1,5;2,23;0,4;1,5;219,72;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1939;71,4418;Laurierville;10;2007;2018;Stevens;P;38667,57455;34289,47549;;1,4;0,11;0,57;0,23;1,05;38,2;;4;25,9;376,8;58,1;109;0,0075;;4,6;6,7;182;44;11,25;75;989;7,6;0,9;0,7;2,25;0,2;1,5;209,53;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1937;71,4416;Laurierville;11;2007;2018;Stevens;P;40611,83143;29301,05981;;1,3;0,13;0,52;0,24;0,99;34,7;;4,1;26,8;258,9;54,1;91;0,0075;;4,7;6,7;170;56;11,25;75;1034;7,6;1;1,1;2,55;0,5;1,5;259,25;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1936;71,4414;Laurierville;12;2007;2018;Ben Lear;P;46693,78189;30096,66079;;1,3;0,12;0,57;0,25;1,2;39,5;;3,5;22,1;317,3;53,2;95;0,0075;;4,7;6,5;264;71;11,25;75;1033;9,1;1,3;1,4;4,42;0,4;1,5;210,43;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1934;71,4412;Laurierville;13;2007;2018;Pilgrim;P;30121,68734;25621,74056;;1,2;0,14;0,69;0,18;0,82;36,9;;3,3;20,3;233,8;54,4;101;0,0075;;4,7;6,3;237;50;11,25;75;1092;10,6;1;0,6;3,01;0,4;1,5;272,83;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,193;71,4415;Laurierville;14;2007;2018;Ben Lear;P;39255,57598;27838,9632;;1,1;0,11;0,62;0,2;0,98;35,6;;2,9;19,2;323;89,6;134;0,0075;;4,6;6,4;231;54;11,25;75;1294;9,6;1,1;0,5;5,02;0,5;1,5;281,52;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1937;71,4458;Laurierville;15;2007;2018;Pilgrim;P;19639,53833;21675,31103;;1,2;0,13;0,53;0,24;1,2;42,2;;3,8;28,7;461,9;73,7;92;0,0075;;4,6;6,2;258;57;11,25;75;1520;12,2;1,9;1;3,03;0,4;1,5;202,4;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1935;71,4455;Laurierville;16;2007;2018;Pilgrim;P;14513,84729;26612,64536;;1,1;0,13;0,62;0,21;1,09;37,9;;4,1;23,9;337,5;50,6;62;0,0075;;4,7;6,4;218;46;11,25;75;1388;10;1,1;0,6;1,88;0,3;1,5;210,84;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1934;71,4454;Laurierville;17;2007;2018;Pilgrim;P;25678,60611;26111,34116;;1,1;0,12;0,59;0,21;1,08;38,6;;3,9;25,6;285,7;51,1;63;0,0075;;4,7;6,1;170;45;11,25;75;1703;13;2;0,7;4,72;0,5;1,5;183,16;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1932;71,4452;Laurierville;18;2007;2018;Stevens;P;36888,91264;31044,65239;;1,3;0,14;0,59;0,25;1,1;51,7;;3,9;26,4;557,5;70,6;95;0,0075;;4,7;6,2;173;41;11,25;75;1707;12,1;1,7;1,1;1,25;0,3;1,5;183,29;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1931;71,445;Laurierville;19;2007;2018;Stevens;P;39136,25554;29945,85503;;1,4;0,14;0,58;0,25;1,17;53,1;;3,8;27;607,2;78,2;116;0,0075;;4,7;6,1;210;50;11,25;75;1603;12,4;1,5;0,8;1,54;0,5;1,5;202,54;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1929;71,4448;Laurierville;20;2008;2018;Stevens;P;18621,2565;39358,10959;;1,4;0,13;0,5;0,29;1,42;50,8;;4,4;31,6;713,5;67,7;110;0,0075;;4,9;6,3;118;46;11,25;75;1526;10,7;1,2;1;2,65;0,4;1,5;175,11;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1928;71,4446;Laurierville;21;2008;2018;Stevens;P;13913,85325;32946,73121;;1,3;0,12;0,43;0,27;1,63;44,4;;3,8;27,3;594,6;54,4;90;0,0075;;4,9;6,1;167;48;11,25;75;1731;13,1;2,2;0,7;2,86;0,3;1,5;147,37;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1926;71,4444;Laurierville;22;2014;2018;Demoranville;P;22382,3336;38009,26969;;1,2;0,1;0,38;0,22;1,08;30,1;;2,9;19;262;57,2;110;0,0075;;4,9;6,1;140;29;11,25;75;1635;13;1,4;0,3;1,92;0,3;1,5;140,26;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1925;71,4442;Laurierville;23;2008;2018;Stevens;P;24314,47673;35172,36581;;1,2;0,11;0,45;0,23;1,14;42,9;;3,3;23,5;374,6;139;124;0,0075;;4,8;6,4;187;55;11,25;75;1272;9,6;1,3;1;2,36;0,4;1,5;182,38;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1924;71,444;Laurierville;24;2008;2018;Stevens;P;32788,28713;35196,50449;;1,3;0,13;0,56;0,23;1,16;44,5;;3,9;28,2;424,8;74,9;100;0,0075;;4,9;6,1;183;60;11,25;75;1588;13,2;2;1,4;2,41;0,5;1,5;211,15;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1922;71,4438;Laurierville;25;2008;2018;Stevens;P;27403,48298;43016,33798;;1,2;0,12;0,56;0,23;1,03;42,6;;3,6;22,3;362,1;74,2;94;0,0075;;4,9;6,2;128;47;11,25;75;1729;11,9;2;0,7;1,75;0,4;1,5;195,18;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1921;71,4436;Laurierville;26;2008;2018;Stevens;P;27161,57139;31358,8209;;1,2;0,12;0,53;0,23;1,13;44,4;;3,6;29,7;479,2;90,6;123;0,0075;;4,8;5,9;159;69;11,25;75;1642;14,9;2,5;1,7;2,34;0,4;1,5;182,44;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1921;71,4431;Laurierville;27;2008;2018;Stevens;P;40626,54768;39584,9101;;1,2;0,12;0,65;0,22;0,98;38,5;;3,7;24,4;467;116,3;145;0,0075;;4,8;5,9;162;65;11,25;75;1741;14,3;2,4;1;1,51;0,4;1,5;179,84;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1921;71,4427;Laurierville;28;2010;2018;Demoranville;P;34133,22216;44866,47729;;;;;;;;;;;;;;;;4,9;6,6;174;34;11,25;75;1055;7,9;0,8;0,3;1,99;0,4;1,5;176,51;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1921;71,452;Laurierville;29;2008;2018;Stevens;P;34111,59318;30357,43163;;1,3;0,13;0,51;0,28;1,16;50;;3,6;26,4;704,4;102;116;0,0075;;4,8;6,5;132;41;11,25;75;1056;8,5;1;0,5;2,92;0,5;1,5;223,14;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,192;71,4518;Laurierville;30;2008;2018;Stevens;P;32000,6511;42981,471;;1,2;0,11;0,4;0,27;1,27;43,4;;3,5;29,5;609,1;77,3;94;0,0075;;4,9;6,6;167;53;11,25;75;931;7,7;1,3;1,2;1,34;0,4;1,5;241,48;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1918;71,4516;Laurierville;31;2008;2018;Stevens;P;34446,41723;47205,37339;;1,3;0,12;0,47;0,24;1,23;39,1;;3,8;28,2;602;94,3;96;0,0075;;5;6,7;132;41;11,25;75;1008;7,4;1,1;0,6;3,58;0,2;1,5;185,54;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1917;71,4514;Laurierville;32;2008;2018;Stevens;P;33706,99393;46073,05009;;1,3;0,11;0,49;0,21;1,11;32,5;;3,9;27,2;487;64,9;81;0,0075;;4,9;6,7;91;26;11,25;75;1284;7,4;0,9;0,3;1,93;0,4;1,5;109,88;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1915;71,4512;Laurierville;33;2009;2018;Stevens;P;39773,19651;33511,67374;;1,2;0,11;0,48;0,23;1,06;36,3;;3,2;22,9;408,3;68,7;94;0,0075;;5;6,7;158;40;11,25;75;865;7,1;1,2;1;3,48;0,3;1,5;142,22;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1914;71,451;Laurierville;34;2009;2018;Stevens;P;28867,79308;34415,77684;;1,2;0,11;0,42;0,24;1,21;37,3;;3,4;24,4;508;67,8;93;0,0075;;5,1;7;101;19;11,25;75;856;4,1;0,5;0,3;1,31;0,3;1,5;121,31;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1913;71,4508;Laurierville;35;2009;2018;Stevens;P;37126,58441;31218,01196;;1,3;0,11;0,48;0,23;1,14;42,7;;3,5;24,9;502,4;74;97;0,0075;;4,9;6,8;116;30;11,25;75;819;6,2;0,9;0,3;1,87;0,2;1,5;153;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1911;71,4506;Laurierville;36;2009;2018;Stevens;P;38202,8911;35607,71535;;1,3;0,13;0,51;0,24;1,07;41,1;;4,6;25,1;412;78,7;96;0,0075;;4,8;6,6;127;31;11,25;75;1008;8;0,8;0,3;1,39;0,3;1,5;170,05;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,191;71,4504;Laurierville;37;2009;2018;Stevens;P;31205,9891;23796,71044;;1,3;0,12;0,47;0,24;1,11;39,1;;3,8;24,4;445,1;74;98;0,0075;;5;6,5;107;28;11,25;75;1014;8,4;0,9;0,3;1,3;0,3;1,5;170,4;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1908;71,4502;Laurierville;38;2017;2018;Mullica Queen;S;22863,0072;;;1,3;0,12;0,51;0,19;0,7;22;;3,6;17,7;135,6;123,2;124;0,0075;;5;6,5;35;11,25;11,25;75;1216;8,3;0,7;0,3;0,15;0,4;1,5;129,29;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1907;71,4459;Laurierville;39;2009;2018;Stevens;P;45552,77624;30050,85071;;1,3;0,12;0,46;0,25;1,04;37,3;;3,2;21,1;583,7;71,1;98;0,0075;;4,8;6,6;168;59;11,25;75;1210;8,4;1,2;1,2;2,34;0,4;1,5;165,38;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1907;71,4456;Laurierville;40;2009;2018;Stevens;P;32748,23833;28538,16464;;1,4;0,14;0,53;0,27;1,3;43,8;;4;26,4;607,4;76,4;100;0,0075;;6,1;7;10;41;42;2481;599;10,2;5,9;1,3;1,12;0,4;19,4;234,62;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1907;71,4525;Laurierville;41;2010;2018;Stevens;P;19558,3762;29698,58164;;1,2;0,12;0,47;0,25;1,25;46,9;;3,7;28,8;573,4;87,8;103;0,0075;;4,9;6,7;167;46;11,25;75;1050;6,7;0,8;1,6;2,03;0,3;1,5;180,48;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1905;71,4527;Laurierville;42;2010;2018;Stevens;P;11936,36257;26201,50517;;1,2;0,12;0,41;0,27;1,35;47,9;;3,6;28,6;534,6;117,2;112;0,0075;;5;6,2;92;33;11,25;75;1535;11,1;1,7;0,3;1,81;0,4;1,5;166,36;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1904;71,4529;Laurierville;43;2010;2018;Stevens;P;13746,75582;22890,14543;;1,2;0,11;0,4;0,26;1,26;44,9;;3,5;27;458,7;89,6;99;0,0075;;4,7;6,2;198;47;11,25;75;1412;11,8;2,1;1,1;4,38;0,3;1,5;189,35;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1942;71,4507;Laurierville;46;2011;2018;Stevens;P;16909,65488;23729,049;;1,2;0,11;0,44;0,23;1,12;46,7;;3,7;24,1;743,9;203,5;100;0,0075;;5,1;6,8;113;25;11,25;75;1088;5,9;1,2;0,3;0,95;0,5;1,5;72,64;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1929;71,4525;Laurierville;48;2011;2018;Pilgrim;P;28160,02704;24253,95004;;1,2;0,12;0,58;0,23;1,2;42;;3,6;23,8;645,8;112;95;0,0075;;5,1;6,8;117;44;11,25;75;1371;6,2;0,8;0,3;2,08;0,7;3,7;193,81;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1931;71,4527;Laurierville;49;2011;2018;Stevens;P;45912,91226;34474,76507;;1,2;0,12;0,52;0,24;1,13;38,2;;3,5;20,6;738,9;120,8;99;0,0075;;4,9;6,8;137;46;11,25;75;1340;6,2;1;0,6;1,96;0,5;1,5;238,95;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1957;71,4242;Laurierville;50;2011;2018;Stevens;P;39700,38719;37959,68335;;1,2;0,11;0,62;0,24;1,12;31;;4,2;22,7;639,2;74,2;120;0,0075;;5;6,6;127;30;11,25;75;1472;7,8;1,1;0,3;1,7;0,4;3,8;174,3;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1956;71,4244;Laurierville;51;2011;2018;Stevens;P;39700,38719;37959,68335;;1,2;0,11;0,62;0,19;0,91;27,5;;3,9;19,8;399,5;64,6;93;0,0075;;4,9;6,8;122;23;11,25;75;1201;6,4;0,8;0,3;2,29;0,5;1,5;152,39;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1955;71,4246;Laurierville;52;2011;2018;Stevens;P;39700,38719;37959,68335;;1,2;0,1;0,65;0,21;0,93;31;;3,8;19;448,4;67,7;117;0,0075;;5,3;6,9;198;34;11,25;185;1115;5,8;0,4;0,4;3,74;0,5;2,7;195,81;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1954;71,4248;Laurierville;53;2011;2018;Stevens;P;39379,48913;29309,72451;;1,2;0,1;0,58;0,21;1;30,1;;4,2;25,6;514,4;62,9;94;0,0075;;4,9;6,8;99;24;11,25;75;1139;6;0,9;0,3;1,92;0,4;1,5;158,8;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1953;71,4251;Laurierville;54;2011;2018;Stevens;P;39379,48913;29309,72451;;1,1;0,11;0,55;0,21;0,98;29,6;;3,8;19,3;522,6;61,1;88;0,0075;;5,2;6,7;154;50;11,25;112;1249;7,6;1;1,6;2,12;0,5;2;190,55;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1952;71,4253;Laurierville;55;2011;2018;Stevens;P;39379,48913;29309,72451;;1,3;0,11;0,59;0,21;0,99;31,5;;3,6;21,4;520,4;66,7;100;0,0075;;4,9;6,7;126;29;11,25;75;1245;7,4;0,8;0,4;2,28;0,4;1,5;170,41;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1951;71,4436;Laurierville;1;2006;2019;Pilgrim;P;24969,14295;11537,8158;;1,1;0,15;0,66;0,23;0,96;30,3;;5,4;23,7;530,4;48,1;61;0,0075;;4,8;5,5;168;89;17;160;1957;3,2;1,1;1,67;0,4;2,3;214,4;76;54,0674;51,483;114,5074;0,994;350,90995;12,5244;0;0,07952;1,38774;0;0;0;0
